# ANG;Anges musiciens
# BAI;Grandes baigneuses
# DAM;Dame et licorne
# ETA;Étangs et Reflets
# FOR;Forêt, Saisons
# MIN;Mini formats
# MMS;Masque Miroir et Statuette
# TOI;La toilette, d'après Corot
# DANTE;Dante
# ENF;Enfer
# PUR;Le Purgatoire
# PAR;Le Paradis
# DANA;Danaé
# MAV;Mauvais temps pour les anges
# JUG;Le jugement dernier
PAR/Paradis00017.jpg;MILLE CIEUX OR 2004 100X100CM
PAR/Paradis00018.jpg;MILLE CIEUX le char de Phaeton 2006 100cmX100cm
PAR/Paradis00019.jpg;MILLE CIEUX 2005
PAR/Paradis00020.jpg; MILLE CIEUX 2007
PAR/Paradis00021.jpg;MILLE CIEUX 2007
PAR/Paradis00022.jpg;MILLE CIEUX 2007
PAR/Paradis00023.jpg;MILLE CIEUX 2007
PAR/Paradis00024.jpg;MILLE CIEUX 2007
PAR/Paradis00025.jpg;MILLE CIEUX 2007
PAR/Paradis00026.jpg;MILLE CIEUX BLANCS 2004 40X40 CM
PAR/Paradis00027.jpg;
PAR/Paradis00028.jpg;LE PARADIS anges musicien 2008 39,5x30cm
